Sl-No,Mole_frac_water,Temperature,Pressure,Activityt_water,Delta[Act]_comp0,Comp0,Comp1,Ref,IL_SMILES,Cation_SMILES,Anion_SMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
1106,0.935,293.15,100,0.81,0.04,water,2-hydroxy-N-methylethanaminium propionate,Belusso et al. (2023),C(CC)(=O)[O-].OCC[NH2+]C,OCC[NH2+]C,C(CC)(=O)[O-],C6H15NO3,6,15,1,3,0,0,0,0,0,0
1107,0.936,293.15,100,0.84,0.04,water,2-hydroxy-N-methylethanaminium propionate,Belusso et al. (2023),C(CC)(=O)[O-].OCC[NH2+]C,OCC[NH2+]C,C(CC)(=O)[O-],C6H15NO3,6,15,1,3,0,0,0,0,0,0
1108,0.956,293.15,100,0.86,0.04,water,2-hydroxy-N-methylethanaminium propionate,Belusso et al. (2023),C(CC)(=O)[O-].OCC[NH2+]C,OCC[NH2+]C,C(CC)(=O)[O-],C6H15NO3,6,15,1,3,0,0,0,0,0,0
1109,0.98,293.15,100,0.9,0.04,water,2-hydroxy-N-methylethanaminium propionate,Belusso et al. (2023),C(CC)(=O)[O-].OCC[NH2+]C,OCC[NH2+]C,C(CC)(=O)[O-],C6H15NO3,6,15,1,3,0,0,0,0,0,0
1110,0.984,293.15,100,0.9,0.04,water,2-hydroxy-N-methylethanaminium propionate,Belusso et al. (2023),C(CC)(=O)[O-].OCC[NH2+]C,OCC[NH2+]C,C(CC)(=O)[O-],C6H15NO3,6,15,1,3,0,0,0,0,0,0
1111,0.984,293.15,100,0.95,0.04,water,2-hydroxy-N-methylethanaminium propionate,Belusso et al. (2023),C(CC)(=O)[O-].OCC[NH2+]C,OCC[NH2+]C,C(CC)(=O)[O-],C6H15NO3,6,15,1,3,0,0,0,0,0,0
1112,0.5584,298.2,100,0.285,0.039,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1113,0.7258,298.2,100,0.47,0.039,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1114,0.8169,298.2,100,0.668,0.039,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1115,0.8691,298.2,100,0.789,0.039,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1116,0.9136,298.2,100,0.892,0.04,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1117,0.9152,298.2,100,0.894,0.04,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1118,0.9404,298.2,100,0.934,0.04,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1119,0.9618,298.2,100,0.968,0.04,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1120,0.962,298.2,100,0.973,0.04,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1121,0.9766,298.2,100,0.982,0.04,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1122,0.9888,298.2,100,0.993,0.041,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1123,0.9891,298.2,100,0.993,0.041,water,"1-butyl-2,3-dimethylimidazolium chloride",Khan et al. (2014b),CCCCN1C=C[N+](=C1C)C.[Cl-],CCCCN1C=C[N+](=C1C)C,[Cl-],C9H17ClN2,9,17,2,0,0,0,0,1,0,0
1124,0.5822,298.2,100,0.273,0.039,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1125,0.6353,298.2,100,0.349,0.039,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1126,0.7212,298.2,100,0.455,0.039,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1127,0.7741,298.2,100,0.571,0.039,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1128,0.8357,298.2,100,0.707,0.039,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1129,0.8802,298.2,100,0.808,0.039,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1130,0.9086,298.2,100,0.875,0.039,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1131,0.9397,298.2,100,0.931,0.04,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1132,0.9643,298.2,100,0.964,0.04,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1133,0.9876,298.2,100,0.989,0.041,water,1-ethyl-3-methylimidazolium chloride,Khan et al. (2014b),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
1134,0.4941,298.2,100,0.467,0.039,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1135,0.7488,298.2,100,0.665,0.039,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1136,0.841,298.2,100,0.872,0.039,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1137,0.8982,298.2,100,0.959,0.04,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1138,0.9231,298.2,100,1.002,0.041,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1139,0.9498,298.2,100,1.013,0.042,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1140,0.9643,298.2,100,1.012,0.041,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1141,0.9798,298.2,100,1.001,0.041,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1142,0.9909,298.2,100,0.996,0.041,water,1-heptyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCC[NH+]1CN(C=C1)C.[Cl-],CCCCCCC[NH+]1CN(C=C1)C,[Cl-],C11H23ClN2,11,23,2,0,0,0,0,1,0,0
1143,0.5044,298.2,100,0.295,0.039,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1144,0.7012,298.2,100,0.441,0.039,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1145,0.7832,298.2,100,0.609,0.039,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1146,0.8614,298.2,100,0.76,0.039,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1147,0.8987,298.2,100,0.861,0.039,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1148,0.9303,298.2,100,0.918,0.04,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1149,0.9595,298.2,100,0.965,0.04,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1150,0.9785,298.2,100,0.983,0.04,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1151,0.9877,298.2,100,0.992,0.041,water,1-allyl-3-methylimidazolium chloride,Khan et al. (2014b),C[N+]1=CN(C=C1)CC=C.[Cl-],C[N+]1=CN(C=C1)CC=C,[Cl-],C7H11ClN2,7,11,2,0,0,0,0,1,0,0
1152,0.4461,298.2,100,0.318,0.039,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1153,0.6233,298.2,100,0.483,0.039,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1154,0.7316,298.2,100,0.592,0.039,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1155,0.8142,298.2,100,0.75,0.039,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1156,0.8682,298.2,100,0.855,0.039,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1157,0.9075,298.2,100,0.916,0.04,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1158,0.9365,298.2,100,0.945,0.04,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1159,0.9633,298.2,100,0.974,0.04,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1160,0.9836,298.2,100,0.981,0.04,water,1-methylimidazolium chloride,Khan et al. (2014b),C[N@H+]1C=CN=C1.[Cl-],C[N@H+]1C=CN=C1,[Cl-],C4H7ClN2,4,7,2,0,0,0,0,1,0,0
1161,0.5548,298.2,100,0.424,0.039,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1162,0.7374,298.2,100,0.597,0.039,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1163,0.8269,298.2,100,0.747,0.039,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1164,0.8831,298.2,100,0.865,0.039,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1165,0.9174,298.2,100,0.916,0.04,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1166,0.9439,298.2,100,0.952,0.04,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1167,0.9631,298.2,100,0.981,0.04,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1168,0.9781,298.2,100,0.991,0.041,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1169,0.9902,298.2,100,1.002,0.041,water,1-hexyl-3-methylimidazolium chloride,Khan et al. (2014b),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
1170,0.6214,298.2,101,0.224,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1171,0.751,298.2,101,0.456,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1172,0.8254,298.2,101,0.656,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1173,0.8827,298.2,101,0.811,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1174,0.9166,298.2,101,0.892,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1175,0.9426,298.2,101,0.939,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1176,0.9608,298.2,101,0.967,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1177,0.9765,298.2,101,0.992,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1178,0.9893,298.2,101,0.999,0.039,water,1-butyl-3-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=CC(=C1)C.[Cl-],CCCC[N+]1=CC=CC(=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1179,0.6781,298.2,101,0.327,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1180,0.7391,298.2,101,0.426,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1181,0.817,298.2,101,0.631,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1182,0.8763,298.2,101,0.793,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1183,0.9119,298.2,101,0.883,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1184,0.9413,298.2,101,0.937,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1185,0.9603,298.2,101,0.967,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1186,0.9769,298.2,101,0.99,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1187,0.9892,298.2,101,0.998,0.039,water,1-butyl-4-methylpyridinium chloride,Khan et al. (2016),CCCC[N+]1=CC=C(C=C1)C.[Cl-],CCCC[N+]1=CC=C(C=C1)C,[Cl-],C10H16ClN,10,16,1,0,0,0,0,1,0,0
1188,0,298.15,101,4.86,0.33,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1189,0,308.15,101,4.2,0.29,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1190,0,318.15,101,3.65,0.25,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1191,0,328.15,101,3.21,0.22,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1192,0,338.15,101,2.85,0.19,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1193,0,348.15,101,2.54,0.17,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1194,0,358.15,101,2.26,0.15,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1195,0,368.15,101,2.05,0.14,water,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,Domanska and Marciniak (2009b),FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC=C(C=C1)C,C(CCC)[N+]1=CC=C(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C12H16F6N2O4S2,12,16,2,4,2,0,6,0,0,0
1196,0,298.15,101,4.43,0.3,water,"1,3-dihexyloxymethylimidazolium (bis(trifluoromethyl)sulfonyl)imide",Domanska and Marciniak (2009c),CCCCCCO[N+]1=C(C)N(OCCCCCC)C=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCCCO[N+]1=C(C)N(OCCCCCC)C=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C18H31F6N3O6S2,18,31,3,6,2,0,6,0,0,0
1197,0,308.15,101,3.8,0.26,water,"1,3-dihexyloxymethylimidazolium (bis(trifluoromethyl)sulfonyl)imide",Domanska and Marciniak (2009c),CCCCCCO[N+]1=C(C)N(OCCCCCC)C=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCCCO[N+]1=C(C)N(OCCCCCC)C=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C18H31F6N3O6S2,18,31,3,6,2,0,6,0,0,0
1198,0,318.15,101,3.31,0.23,water,"1,3-dihexyloxymethylimidazolium (bis(trifluoromethyl)sulfonyl)imide",Domanska and Marciniak (2009c),CCCCCCO[N+]1=C(C)N(OCCCCCC)C=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCCCO[N+]1=C(C)N(OCCCCCC)C=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C18H31F6N3O6S2,18,31,3,6,2,0,6,0,0,0
